panel,partition,group,structure_id,pocket_id,ec1,native6,common4,metal_symbols,matched_site_keys
care,train,p48456,P48456__chain_A__EC_3.1.3.16,P48456__chain_A__EC_3.1.3.16_METAL_0,3,,,FE+ZN,"[[""p48456"",""3.1.3.16"",""A_9001""],[""p48456"",""3.1.3.16"",""A_9002""]]"
care,train,p48458,P48458__chain_A__EC_3.1.3.16,P48458__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""p48458"",""3.1.3.16"",""A_9001""],[""p48458"",""3.1.3.16"",""A_9002""]]"
care,train,p48458,P48458__chain_A__EC_3.1.3.16,P48458__chain_A__EC_3.1.3.16_METAL_6,3,0,0,MN,"[[""p48458"",""3.1.3.16"",""A_9008""]]"
care,train,p48459,P48459__chain_A__EC_3.1.3.16,P48459__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""p48459"",""3.1.3.16"",""A_9001""],[""p48459"",""3.1.3.16"",""A_9002""]]"
care,train,p48459,P48459__chain_A__EC_3.1.3.16,P48459__chain_A__EC_3.1.3.16_METAL_6,3,0,0,MN,"[[""p48459"",""3.1.3.16"",""A_9008""]]"
care,train,p48460,P48460__chain_A__EC_3.1.3.16,P48460__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""p48460"",""3.1.3.16"",""A_9001""],[""p48460"",""3.1.3.16"",""A_9002""]]"
care,train,p48460,P48460__chain_A__EC_3.1.3.16,P48460__chain_A__EC_3.1.3.16_METAL_6,3,0,0,MN,"[[""p48460"",""3.1.3.16"",""A_9008""],[""p48460"",""3.1.3.16"",""A_9009""]]"
care,train,p49596,P49596__chain_A__EC_3.1.3.16,P49596__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""p49596"",""3.1.3.16"",""A_9001""],[""p49596"",""3.1.3.16"",""A_9002""]]"
care,train,p49596,P49596__chain_A__EC_3.1.3.16,P49596__chain_A__EC_3.1.3.16_METAL_1,3,0,0,MN,"[[""p49596"",""3.1.3.16"",""A_9003""]]"
care,train,p50139,P50139__chain_A__EC_3.5.4.25,P50139__chain_A__EC_3.5.4.25_METAL_0,3,2,2,ZN,"[[""p50139"",""3.5.4.25"",""A_9001""]]"
care,train,p50843,P50843__chain_A__EC_5.3.1.17,P50843__chain_A__EC_5.3.1.17_METAL_0,5,2,2,ZN,"[[""p50843"",""5.3.1.17"",""A_9001""]]"
care,train,p50843,P50843__chain_A__EC_5.3.1.17,P50843__chain_A__EC_5.3.1.17_METAL_1,5,2,2,ZN,"[[""p50843"",""5.3.1.17"",""A_9002""]]"
care,train,p50864,P50864__chain_A__EC_3.5.1.28,P50864__chain_A__EC_3.5.1.28_METAL_0,3,2,2,ZN,"[[""p50864"",""3.5.1.28"",""A_9001""]]"
care,train,p50998,P50998__chain_A__EC_3.5.4.6,P50998__chain_A__EC_3.5.4.6_METAL_0,3,2,2,ZN,"[[""p50998"",""3.5.4.6"",""A_9001""]]"
care,train,p51618,P51618__chain_A__EC_3.5.4.25,P51618__chain_A__EC_3.5.4.25_METAL_0,3,2,2,ZN,"[[""p51618"",""3.5.4.25"",""A_9001""]]"
care,train,p54456,P54456__chain_A__EC_3.6.1.41,P54456__chain_A__EC_3.6.1.41_METAL_0,3,3,3,FE,"[[""p54456"",""3.6.1.41"",""A_9001""],[""p54456"",""3.6.1.41"",""A_9002""]]"
care,train,p54638,P54638__chain_A__EC_3.5.1.16,P54638__chain_A__EC_3.5.1.16_METAL_0,3,2,2,ZN,"[[""p54638"",""3.5.1.16"",""A_9001""]]"
care,train,p54750,P54750__chain_A__EC_3.1.4.17,P54750__chain_A__EC_3.1.4.17_METAL_0,3,2,2,ZN,"[[""p54750"",""3.1.4.17"",""A_9001""],[""p54750"",""3.1.4.17"",""A_9002""]]"
care,train,p55023,P55023__chain_A__EC_1.14.18.1,P55023__chain_A__EC_1.14.18.1_METAL_0,1,1,1,CU,"[[""p55023"",""1.14.18.1"",""A_9001""],[""p55023"",""1.14.18.1"",""A_9002""],[""p55023"",""1.14.18.1"",""A_9010""]]"
care,train,p55023,P55023__chain_A__EC_1.14.18.1,P55023__chain_A__EC_1.14.18.1_METAL_4,1,1,1,CU,"[[""p55023"",""1.14.18.1"",""A_9008""]]"
care,train,p56406,P56406__chain_A__EC_3.4.24.77,P56406__chain_A__EC_3.4.24.77_METAL_0,3,2,2,ZN,"[[""p56406"",""3.4.24.77"",""A_9001""]]"
care,train,p58116,P58116__chain_A__EC_1.13.11.24,P58116__chain_A__EC_1.13.11.24_METAL_0,1,3,3,FE,"[[""p58116"",""1.13.11.24"",""A_9001""],[""p58116"",""1.13.11.24"",""A_9002""]]"
care,train,p58984,P58984__chain_A__EC_2.1.1.247,P58984__chain_A__EC_2.1.1.247_METAL_0,2,2,2,ZN,"[[""p58984"",""2.1.1.247"",""A_9001""]]"
care,train,p59270,P59270__chain_A__EC_2.4.1.135,P59270__chain_A__EC_2.4.1.135_METAL_0,2,0,0,MN,"[[""p59270"",""2.4.1.135"",""A_9001""]]"
care,train,p59601,P59601__chain_A__EC_3.5.1.16,P59601__chain_A__EC_3.5.1.16_METAL_0,3,2,2,ZN,"[[""p59601"",""3.5.1.16"",""A_9001""]]"
care,train,p60109,P60109__chain_A__EC_3.5.3.8,P60109__chain_A__EC_3.5.3.8_METAL_0,3,0,0,MN,"[[""p60109"",""3.5.3.8"",""A_9001""],[""p60109"",""3.5.3.8"",""A_9002""]]"
care,train,p68734,P68734__chain_A__EC_3.4.24.28,P68734__chain_A__EC_3.4.24.28_METAL_0,3,2,2,ZN,"[[""p68734"",""3.4.24.28"",""A_9001""]]"
care,train,p68734,P68734__chain_A__EC_3.4.24.28,P68734__chain_A__EC_3.4.24.28_METAL_2,3,2,2,ZN,"[[""p68734"",""3.4.24.28"",""A_9003""]]"
care,train,p69922,"P69922__chain_A__EC_5.3.1.3,5.3.1.25","P69922__chain_A__EC_5.3.1.3,5.3.1.25_METAL_0",5,0,0,MN,"[[""p69922"",""5.3.1.3;5.3.1.25"",""A_9001""]]"
care,train,p69924,P69924__chain_A__EC_1.17.4.1,P69924__chain_A__EC_1.17.4.1_METAL_0,1,3,3,FE,"[[""p69924"",""1.17.4.1"",""A_9001""],[""p69924"",""1.17.4.1"",""A_9002""]]"
care,train,p71615,P71615__chain_A__EC_3.1.3.7,P71615__chain_A__EC_3.1.3.7_METAL_0,3,0,0,MN,"[[""p71615"",""3.1.3.7"",""A_9001""],[""p71615"",""3.1.3.7"",""A_9002""],[""p71615"",""3.1.3.7"",""A_9003""]]"
care,train,p73211,P73211__chain_A__EC_3.5.1.15,P73211__chain_A__EC_3.5.1.15_METAL_0,3,2,2,ZN,"[[""p73211"",""3.5.1.15"",""A_9001""]]"
care,train,p73335,P73335__chain_A__EC_3.1.1.96,P73335__chain_A__EC_3.1.1.96_METAL_0,3,2,2,ZN,"[[""p73335"",""3.1.1.96"",""A_9001""],[""p73335"",""3.1.1.96"",""A_9002""]]"
care,train,p73335,P73335__chain_A__EC_3.1.1.96,P73335__chain_A__EC_3.1.1.96_METAL_1,3,2,2,ZN,"[[""p73335"",""3.1.1.96"",""A_9003""]]"
care,train,p74334,P74334__chain_A__EC_1.13.11.75,P74334__chain_A__EC_1.13.11.75_METAL_0,1,3,3,FE,"[[""p74334"",""1.13.11.75"",""A_9001""]]"
care,train,p76491,P76491__chain_A__EC_3.1.3.89,P76491__chain_A__EC_3.1.3.89_METAL_0,3,4,3,CO,"[[""p76491"",""3.1.3.89"",""A_9001""]]"
care,train,p76621,P76621__chain_A__EC_1.14.11.64,P76621__chain_A__EC_1.14.11.64_METAL_0,1,3,3,FE,"[[""p76621"",""1.14.11.64"",""A_9001""]]"
care,train,p77172,P77172__chain_A__EC_3.1.4.52,P77172__chain_A__EC_3.1.4.52_METAL_0,3,0,0,MN,"[[""p77172"",""3.1.4.52"",""A_9001""],[""p77172"",""3.1.4.52"",""A_9002""]]"
care,train,p78540,P78540__chain_A__EC_3.5.3.1,P78540__chain_A__EC_3.5.3.1_METAL_0,3,0,0,MN,"[[""p78540"",""3.5.3.1"",""A_9001""]]"
care,train,p78968,P78968__chain_A__EC_3.1.3.16,P78968__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""p78968"",""3.1.3.16"",""A_9001""],[""p78968"",""3.1.3.16"",""A_9002""]]"
care,train,p78968,P78968__chain_A__EC_3.1.3.16,P78968__chain_A__EC_3.1.3.16_METAL_7,3,0,0,MN,"[[""p78968"",""3.1.3.16"",""A_9009""]]"
care,train,p80094,P80094__chain_A__EC_1.1.1.306,P80094__chain_A__EC_1.1.1.306_METAL_0,1,2,2,ZN,"[[""p80094"",""1.1.1.306"",""A_9001""]]"
care,train,p80094,P80094__chain_A__EC_1.1.1.306,P80094__chain_A__EC_1.1.1.306_METAL_8,1,2,2,ZN,"[[""p80094"",""1.1.1.306"",""A_9009""]]"
care,train,p80094,P80094__chain_A__EC_1.1.1.306,P80094__chain_A__EC_1.1.1.306_METAL_12,1,2,2,ZN,"[[""p80094"",""1.1.1.306"",""A_9014""]]"
care,train,p80561,P80561__chain_A__EC_3.4.11.24,P80561__chain_A__EC_3.4.11.24_METAL_0,3,2,2,ZN,"[[""p80561"",""3.4.11.24"",""A_9001""],[""p80561"",""3.4.11.24"",""A_9002""]]"
care,train,p81054,P81054__chain_A__EC_3.4.24.20,P81054__chain_A__EC_3.4.24.20_METAL_0,3,2,2,ZN,"[[""p81054"",""3.4.24.20"",""A_9001""]]"
care,train,p81055,P81055__chain_A__EC_3.4.24.20,P81055__chain_A__EC_3.4.24.20_METAL_0,3,2,2,ZN,"[[""p81055"",""3.4.24.20"",""A_9001""]]"
care,train,p81535,P81535__chain_A__EC_3.4.13.9,P81535__chain_A__EC_3.4.13.9_METAL_0,3,,,CO+MN,"[[""p81535"",""3.4.13.9"",""A_9001""],[""p81535"",""3.4.13.9"",""A_9002""],[""p81535"",""3.4.13.9"",""A_9003""],[""p81535"",""3.4.13.9"",""A_9005""]]"
care,train,p83772,P83772__chain_A__EC_3.5.2.10,P83772__chain_A__EC_3.5.2.10_METAL_0,3,,,MN+ZN,"[[""p83772"",""3.5.2.10"",""A_9001""],[""p83772"",""3.5.2.10"",""A_9002""]]"
care,train,p84193,P84193__chain_A__EC_4.2.1.110,P84193__chain_A__EC_4.2.1.110_METAL_0,4,2,2,ZN,"[[""p84193"",""4.2.1.110"",""A_9001""]]"
care,train,p84193,P84193__chain_A__EC_4.2.1.110,P84193__chain_A__EC_4.2.1.110_METAL_1,4,2,2,ZN,"[[""p84193"",""4.2.1.110"",""A_9002""]]"
care,train,p84193,P84193__chain_A__EC_4.2.1.110,P84193__chain_A__EC_4.2.1.110_METAL_2,4,2,2,ZN,"[[""p84193"",""4.2.1.110"",""A_9003""]]"
care,train,p87168,P87168__chain_A__EC_3.1.26.11,P87168__chain_A__EC_3.1.26.11_METAL_0,3,2,2,ZN,"[[""p87168"",""3.1.26.11"",""A_9001""]]"
care,train,p87241,P87241__chain_A__EC_3.5.4.26,P87241__chain_A__EC_3.5.4.26_METAL_0,3,2,2,ZN,"[[""p87241"",""3.5.4.26"",""A_9001""]]"
care,train,p91268,P91268__chain_A__EC_4.3.2.5,P91268__chain_A__EC_4.3.2.5_METAL_0,4,2,2,ZN,"[[""p91268"",""4.3.2.5"",""A_9001""]]"
care,train,p91887,P91887__chain_A__EC_3.4.11.2,P91887__chain_A__EC_3.4.11.2_METAL_0,3,2,2,ZN,"[[""p91887"",""3.4.11.2"",""A_9001""]]"
care,train,p93243,P93243__chain_A__EC_4.1.2.46,P93243__chain_A__EC_4.1.2.46_METAL_1,4,2,2,ZN,"[[""p93243"",""4.1.2.46"",""A_9002""]]"
care,train,p94405,P94405__chain_A__EC_4.1.1.61,P94405__chain_A__EC_4.1.1.61_METAL_0,4,0,0,MN,"[[""p94405"",""4.1.1.61"",""A_9001""]]"
care,train,p95442,P95442__chain_A__EC_3.5.4.43,P95442__chain_A__EC_3.5.4.43_METAL_0,3,2,2,ZN,"[[""p95442"",""3.5.4.43"",""A_9001""]]"
care,train,p96264,P96264__chain_A__EC_3.4.11.1,P96264__chain_A__EC_3.4.11.1_METAL_0,3,2,2,ZN,"[[""p96264"",""3.4.11.1"",""A_9001""],[""p96264"",""3.4.11.1"",""A_9002""]]"
care,train,p96264,P96264__chain_A__EC_3.4.11.1,P96264__chain_A__EC_3.4.11.1_METAL_7,3,2,2,ZN,"[[""p96264"",""3.4.11.1"",""A_9009""]]"
care,train,p98005,P98005__chain_A__EC_7.1.1.9,P98005__chain_A__EC_7.1.1.9_METAL_0,7,1,1,CU,"[[""p98005"",""7.1.1.9"",""A_9001""]]"
care,train,p98063,P98063__chain_A__EC_3.4.24.19,P98063__chain_A__EC_3.4.24.19_METAL_0,3,2,2,ZN,"[[""p98063"",""3.4.24.19"",""A_9001""]]"
care,train,p98063,P98063__chain_A__EC_3.4.24.19,P98063__chain_A__EC_3.4.24.19_METAL_1,3,2,2,ZN,"[[""p98063"",""3.4.24.19"",""A_9002""]]"
care,train,p9wff1,P9WFF1__chain_A__EC_3.5.1.5,P9WFF1__chain_A__EC_3.5.1.5_METAL_0,3,5,3,NI,"[[""p9wff1"",""3.5.1.5"",""A_9001""],[""p9wff1"",""3.5.1.5"",""A_9002""]]"
care,train,p9wgz4,P9WGZ4__chain_A__EC_3.1.26.11,P9WGZ4__chain_A__EC_3.1.26.11_METAL_0,3,2,2,ZN,"[[""p9wgz4"",""3.1.26.11"",""A_9001""],[""p9wgz4"",""3.1.26.11"",""A_9002""]]"
care,train,p9wgz9,P9WGZ9__chain_A__EC_3.5.2.6,P9WGZ9__chain_A__EC_3.5.2.6_METAL_0,3,2,2,ZN,"[[""p9wgz9"",""3.5.2.6"",""A_9001""],[""p9wgz9"",""3.5.2.6"",""A_9002""]]"
care,train,p9wgz9,P9WGZ9__chain_A__EC_3.5.2.6,P9WGZ9__chain_A__EC_3.5.2.6_METAL_1,3,2,2,ZN,"[[""p9wgz9"",""3.5.2.6"",""A_9003""]]"
care,train,p9whs8,P9WHS8__chain_A__EC_3.5.1.18,P9WHS8__chain_A__EC_3.5.1.18_METAL_2,3,2,2,ZN,"[[""p9whs8"",""3.5.1.18"",""A_9003""]]"
care,train,p9whw4,P9WHW4__chain_A__EC_3.1.3.16,P9WHW4__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""p9whw4"",""3.1.3.16"",""A_9001""],[""p9whw4"",""3.1.3.16"",""A_9002""]]"
care,train,p9whw4,P9WHW4__chain_A__EC_3.1.3.16,P9WHW4__chain_A__EC_3.1.3.16_METAL_1,3,0,0,MN,"[[""p9whw4"",""3.1.3.16"",""A_9003""]]"
care,train,p9whw4,P9WHW4__chain_A__EC_3.1.3.16,P9WHW4__chain_A__EC_3.1.3.16_METAL_2,3,0,0,MN,"[[""p9whw4"",""3.1.3.16"",""A_9004""]]"
care,train,p9wi69,P9WI69__chain_A__EC_2.7.11.1,P9WI69__chain_A__EC_2.7.11.1_METAL_0,2,0,0,MN,"[[""p9wi69"",""2.7.11.1"",""A_9001""]]"
care,train,p9wkz1,P9WKZ1__chain_A__EC_1.14.11.77,P9WKZ1__chain_A__EC_1.14.11.77_METAL_0,1,3,3,FE,"[[""p9wkz1"",""1.14.11.77"",""A_9001""]]"
care,train,p9wnv3,P9WNV3__chain_A__EC_6.5.1.1,P9WNV3__chain_A__EC_6.5.1.1_METAL_0,6,0,0,MN,"[[""p9wnv3"",""6.5.1.1"",""A_9001""]]"
care,train,p9wnv3,P9WNV3__chain_A__EC_6.5.1.1,P9WNV3__chain_A__EC_6.5.1.1_METAL_1,6,0,0,MN,"[[""p9wnv3"",""6.5.1.1"",""A_9002""]]"
care,train,p9wp65,"P9WP65__chain_A__EC_3.1.4.16,3.1.4.17","P9WP65__chain_A__EC_3.1.4.16,3.1.4.17_METAL_0",3,,,FE+MN,"[[""p9wp65"",""3.1.4.16;3.1.4.17"",""A_9001""],[""p9wp65"",""3.1.4.16;3.1.4.17"",""A_9002""]]"
care,train,p9wpj7,P9WPJ7__chain_A__EC_4.2.1.1,P9WPJ7__chain_A__EC_4.2.1.1_METAL_0,4,2,2,ZN,"[[""p9wpj7"",""4.2.1.1"",""A_9001""]]"
care,train,p9wqc0,P9WQC0__chain_A__EC_1.1.1.1,P9WQC0__chain_A__EC_1.1.1.1_METAL_1,1,2,2,ZN,"[[""p9wqc0"",""1.1.1.1"",""A_9002""]]"
care,train,p9wqc0,P9WQC0__chain_A__EC_1.1.1.1,P9WQC0__chain_A__EC_1.1.1.1_METAL_2,1,2,2,ZN,"[[""p9wqc0"",""1.1.1.1"",""A_9003""]]"
care,train,p9wqc0,P9WQC0__chain_A__EC_1.1.1.1,P9WQC0__chain_A__EC_1.1.1.1_METAL_3,1,2,2,ZN,"[[""p9wqc0"",""1.1.1.1"",""A_9004""]]"
care,train,q00234,Q00234__chain_A__EC_1.14.18.1,Q00234__chain_A__EC_1.14.18.1_METAL_0,1,1,1,CU,"[[""q00234"",""1.14.18.1"",""A_9001""],[""q00234"",""1.14.18.1"",""A_9002""]]"
care,train,q00302,Q00302__chain_A__EC_3.4.24.64,Q00302__chain_A__EC_3.4.24.64_METAL_0,3,2,2,ZN,"[[""q00302"",""3.4.24.64"",""A_9001""]]"
care,train,q00456,Q00456__chain_A__EC_1.14.13.236,Q00456__chain_A__EC_1.14.13.236_METAL_0,1,3,3,FE,"[[""q00456"",""1.14.13.236"",""A_9001""],[""q00456"",""1.14.13.236"",""A_9002""]]"
care,train,q00689,Q00689__chain_A__EC_3.4.24.36,Q00689__chain_A__EC_3.4.24.36_METAL_0,3,2,2,ZN,"[[""q00689"",""3.4.24.36"",""A_9001""]]"
care,train,q00971,Q00971__chain_A__EC_3.4.24.25,Q00971__chain_A__EC_3.4.24.25_METAL_0,3,2,2,ZN,"[[""q00971"",""3.4.24.25"",""A_9001""],[""q00971"",""3.4.24.25"",""A_9009""]]"
care,train,q00971,Q00971__chain_A__EC_3.4.24.25,Q00971__chain_A__EC_3.4.24.25_METAL_1,3,2,2,ZN,"[[""q00971"",""3.4.24.25"",""A_9002""],[""q00971"",""3.4.24.25"",""A_9006""]]"
care,train,q01433,Q01433__chain_A__EC_3.5.4.6,Q01433__chain_A__EC_3.5.4.6_METAL_0,3,2,2,ZN,"[[""q01433"",""3.5.4.6"",""A_9001""]]"
care,train,q01693,Q01693__chain_A__EC_3.4.11.10,Q01693__chain_A__EC_3.4.11.10_METAL_0,3,2,2,ZN,"[[""q01693"",""3.4.11.10"",""A_9001""],[""q01693"",""3.4.11.10"",""A_9002""],[""q01693"",""3.4.11.10"",""A_9003""]]"
care,train,q01693,Q01693__chain_A__EC_3.4.11.10,Q01693__chain_A__EC_3.4.11.10_METAL_1,3,2,2,ZN,"[[""q01693"",""3.4.11.10"",""A_9004""]]"
care,train,q02038,Q02038__chain_A__EC_3.4.24.16,Q02038__chain_A__EC_3.4.24.16_METAL_0,3,2,2,ZN,"[[""q02038"",""3.4.24.16"",""A_9001""]]"
care,train,q02293,Q02293__chain_A__EC_2.5.1.58,Q02293__chain_A__EC_2.5.1.58_METAL_0,2,2,2,ZN,"[[""q02293"",""2.5.1.58"",""A_9001""]]"
care,train,q02883,Q02883__chain_A__EC_3.1.4.54,Q02883__chain_A__EC_3.1.4.54_METAL_0,3,2,2,ZN,"[[""q02883"",""3.1.4.54"",""A_9001""]]"
care,train,q03023,Q03023__chain_A__EC_3.4.24.40,Q03023__chain_A__EC_3.4.24.40_METAL_0,3,2,2,ZN,"[[""q03023"",""3.4.24.40"",""A_9001""]]"
care,train,q03084,Q03084__chain_A__EC_2.4.1.303,Q03084__chain_A__EC_2.4.1.303_METAL_0,2,0,0,MN,"[[""q03084"",""2.4.1.303"",""A_9001""]]"
care,train,q03529,"Q03529__chain_A__EC_1.14.18.6,1.14.18.7","Q03529__chain_A__EC_1.14.18.6,1.14.18.7_METAL_0",1,2,2,ZN,"[[""q03529"",""1.14.18.6;1.14.18.7"",""A_9001""]]"
care,train,q03529,"Q03529__chain_A__EC_1.14.18.6,1.14.18.7","Q03529__chain_A__EC_1.14.18.6,1.14.18.7_METAL_1",1,2,2,ZN,"[[""q03529"",""1.14.18.6;1.14.18.7"",""A_9002""]]"
care,train,q04718,Q04718__chain_A__EC_4.2.1.2,Q04718__chain_A__EC_4.2.1.2_METAL_0,4,3,3,FE,"[[""q04718"",""4.2.1.2"",""A_9001""]]"
care,train,q04894,Q04894__chain_A__EC_1.1.1.2,Q04894__chain_A__EC_1.1.1.2_METAL_1,1,2,2,ZN,"[[""q04894"",""1.1.1.2"",""A_9002""],[""q04894"",""1.1.1.2"",""A_9003""]]"
care,train,q04903,Q04903__chain_A__EC_2.5.1.58,Q04903__chain_A__EC_2.5.1.58_METAL_0,2,2,2,ZN,"[[""q04903"",""2.5.1.58"",""A_9001""]]"
care,train,q06215,Q06215__chain_A__EC_1.10.3.1,Q06215__chain_A__EC_1.10.3.1_METAL_0,1,1,1,CU,"[[""q06215"",""1.10.3.1"",""A_9001""],[""q06215"",""1.10.3.1"",""A_9003""]]"
care,train,q06215,Q06215__chain_A__EC_1.10.3.1,Q06215__chain_A__EC_1.10.3.1_METAL_1,1,1,1,CU,"[[""q06215"",""1.10.3.1"",""A_9002""]]"
care,train,q07121,Q07121__chain_A__EC_1.4.3.21,Q07121__chain_A__EC_1.4.3.21_METAL_0,1,1,1,CU,"[[""q07121"",""1.4.3.21"",""A_9001""]]"
care,train,q077r2,Q077R2__chain_A__EC_2.4.1.305,Q077R2__chain_A__EC_2.4.1.305_METAL_0,2,0,0,MN,"[[""q077r2"",""2.4.1.305"",""A_9001""]]"
care,train,q07g10,Q07G10__chain_A__EC_2.1.1.229,Q07G10__chain_A__EC_2.1.1.229_METAL_0,2,2,2,ZN,"[[""q07g10"",""2.1.1.229"",""A_9001""]]"
care,train,q07g10,Q07G10__chain_A__EC_2.1.1.229,Q07G10__chain_A__EC_2.1.1.229_METAL_1,2,3,3,FE,"[[""q07g10"",""2.1.1.229"",""A_9002""]]"
care,train,q08493,Q08493__chain_A__EC_3.1.4.53,Q08493__chain_A__EC_3.1.4.53_METAL_0,3,2,2,ZN,"[[""q08493"",""3.1.4.53"",""A_9001""],[""q08493"",""3.1.4.53"",""A_9003""],[""q08493"",""3.1.4.53"",""A_9004""]]"
care,train,q08bt9,"Q08BT9__chain_A__EC_3.5.1.14,3.5.1.114","Q08BT9__chain_A__EC_3.5.1.14,3.5.1.114_METAL_0",3,2,2,ZN,"[[""q08bt9"",""3.5.1.14;3.5.1.114"",""A_9001""]]"
care,train,q08bt9,"Q08BT9__chain_A__EC_3.5.1.14,3.5.1.114","Q08BT9__chain_A__EC_3.5.1.14,3.5.1.114_METAL_1",3,2,2,ZN,"[[""q08bt9"",""3.5.1.14;3.5.1.114"",""A_9002""]]"
care,train,q08gp4,Q08GP4__chain_A__EC_3.1.1.81,Q08GP4__chain_A__EC_3.1.1.81_METAL_0,3,2,2,ZN,"[[""q08gp4"",""3.1.1.81"",""A_9001""],[""q08gp4"",""3.1.1.81"",""A_9002""]]"
care,train,q09172,Q09172__chain_A__EC_3.1.3.16,Q09172__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""q09172"",""3.1.3.16"",""A_9001""],[""q09172"",""3.1.3.16"",""A_9002""]]"
care,train,q09172,Q09172__chain_A__EC_3.1.3.16,Q09172__chain_A__EC_3.1.3.16_METAL_2,3,0,0,MN,"[[""q09172"",""3.1.3.16"",""A_9004""]]"
care,train,q09363,Q09363__chain_A__EC_2.4.1.135,Q09363__chain_A__EC_2.4.1.135_METAL_0,2,0,0,MN,"[[""q09363"",""2.4.1.135"",""A_9001""]]"
care,train,q09751,Q09751__chain_A__EC_4.4.1.5,Q09751__chain_A__EC_4.4.1.5_METAL_0,4,5,3,NI,"[[""q09751"",""4.4.1.5"",""A_9001""]]"
care,train,q09860,Q09860__chain_A__EC_6.1.1.16,Q09860__chain_A__EC_6.1.1.16_METAL_0,6,2,2,ZN,"[[""q09860"",""6.1.1.16"",""A_9001""]]"
care,train,q0aad1,Q0AAD1__chain_A__EC_6.1.1.5,Q0AAD1__chain_A__EC_6.1.1.5_METAL_0,6,2,2,ZN,"[[""q0aad1"",""6.1.1.5"",""A_9001""]]"
care,train,q0dv66,Q0DV66__chain_A__EC_1.14.15.17,Q0DV66__chain_A__EC_1.14.15.17_METAL_0,1,3,3,FE,"[[""q0dv66"",""1.14.15.17"",""A_9001""]]"
care,train,q0j2l7,Q0J2L7__chain_A__EC_3.1.3.16,Q0J2L7__chain_A__EC_3.1.3.16_METAL_0,3,0,0,MN,"[[""q0j2l7"",""3.1.3.16"",""A_9001""],[""q0j2l7"",""3.1.3.16"",""A_9002""]]"
care,train,q0j2l7,Q0J2L7__chain_A__EC_3.1.3.16,Q0J2L7__chain_A__EC_3.1.3.16_METAL_3,3,0,0,MN,"[[""q0j2l7"",""3.1.3.16"",""A_9005""]]"
care,train,q0qle9,Q0QLE9__chain_A__EC_3.5.2.18,Q0QLE9__chain_A__EC_3.5.2.18_METAL_0,3,,,FE+ZN,"[[""q0qle9"",""3.5.2.18"",""A_9001""],[""q0qle9"",""3.5.2.18"",""A_9002""]]"
care,train,q0rbq7,Q0RBQ7__chain_A__EC_5.3.3.2,Q0RBQ7__chain_A__EC_5.3.3.2_METAL_0,5,0,0,MN,"[[""q0rbq7"",""5.3.3.2"",""A_9001""]]"
care,train,q0rbq7,Q0RBQ7__chain_A__EC_5.3.3.2,Q0RBQ7__chain_A__EC_5.3.3.2_METAL_3,5,0,0,MN,"[[""q0rbq7"",""5.3.3.2"",""A_9004""]]"
care,train,q0rbq7,Q0RBQ7__chain_A__EC_5.3.3.2,Q0RBQ7__chain_A__EC_5.3.3.2_METAL_4,5,0,0,MN,"[[""q0rbq7"",""5.3.3.2"",""A_9005""]]"
care,train,q0ug91,"Q0UG91__chain_A__EC_1.13.11.53,1.13.11.54","Q0UG91__chain_A__EC_1.13.11.53,1.13.11.54_METAL_0",1,5,3,NI,"[[""q0ug91"",""1.13.11.53;1.13.11.54"",""A_9001""]]"
care,train,q0vc84,Q0VC84__chain_A__EC_2.4.1.122,Q0VC84__chain_A__EC_2.4.1.122_METAL_0,2,0,0,MN,"[[""q0vc84"",""2.4.1.122"",""A_9001""]]"
care,train,q0vc89,Q0VC89__chain_A__EC_2.3.1.225,Q0VC89__chain_A__EC_2.3.1.225_METAL_0,2,2,2,ZN,"[[""q0vc89"",""2.3.1.225"",""A_9001""]]"
care,train,q10155,Q10155__chain_A__EC_3.1.26.11,Q10155__chain_A__EC_3.1.26.11_METAL_0,3,2,2,ZN,"[[""q10155"",""3.1.26.11"",""A_9001""],[""q10155"",""3.1.26.11"",""A_9002""]]"
care,train,q10155,Q10155__chain_A__EC_3.1.26.11,Q10155__chain_A__EC_3.1.26.11_METAL_1,3,2,2,ZN,"[[""q10155"",""3.1.26.11"",""A_9003""]]"
care,train,q11010,Q11010__chain_A__EC_3.4.11.2,Q11010__chain_A__EC_3.4.11.2_METAL_0,3,2,2,ZN,"[[""q11010"",""3.4.11.2"",""A_9001""],[""q11010"",""3.4.11.2"",""A_9002""]]"
care,train,q11011,Q11011__chain_A__EC_3.4.11.14,Q11011__chain_A__EC_3.4.11.14_METAL_0,3,2,2,ZN,"[[""q11011"",""3.4.11.14"",""A_9001""]]"
care,train,q12525,Q12525__chain_A__EC_2.1.1.10,Q12525__chain_A__EC_2.1.1.10_METAL_0,2,2,2,ZN,"[[""q12525"",""2.1.1.10"",""A_9001""]]"
